candidate_id,source_doc_title,source_doc_hash,item_type
snap-049-001,Space tourism,085d5f260cfb191d396f01910c4c48c60a5abd954de66f451c1f89a3e03ea716,context_link
snap-050-000,Satellite constellation,cdccec4f85fe0d1bccdffc9bdc898b3025885c4a2093a26fac551d3c5284fb53,entity_card
snap-050-001,Satellite constellation,cdccec4f85fe0d1bccdffc9bdc898b3025885c4a2093a26fac551d3c5284fb53,context_link
snap-051-000,Internet service provider,b4d5712aaa6e7e493a7b60686d163280e44fe4504be90053655c92212df1c43c,entity_card
snap-052-000,Electric battery,322f2472f68a20e8f9ca6de1ae2ae79cb7ee1df3356cd85384015bc6700e7fd8,entity_card
snap-053-000,Energy storage,a68e2c2d5d0fade923a6d374692561ded38e270a94353174b28789266d7c14a1,entity_card
snap-053-001,Energy storage,a68e2c2d5d0fade923a6d374692561ded38e270a94353174b28789266d7c14a1,context_link
snap-053-002,Energy storage,a68e2c2d5d0fade923a6d374692561ded38e270a94353174b28789266d7c14a1,context_link
snap-053-003,Energy storage,a68e2c2d5d0fade923a6d374692561ded38e270a94353174b28789266d7c14a1,context_link
snap-054-000,Tesla Model S,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,entity_card
snap-054-001,Tesla Model S,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,relation_claim
snap-054-002,Tesla Model S,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,relation_claim
snap-054-003,Tesla Model S,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,context_link
snap-054-004,Tesla Model S,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,context_link
snap-054-005,Tesla Model S,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,context_link
snap-055-000,Tesla Model 3,1062d39d3e8152e3a2a881aef69b1c1c1a80b896875547d37ebc50253d5414da,entity_card
snap-055-001,Tesla Model 3,1062d39d3e8152e3a2a881aef69b1c1c1a80b896875547d37ebc50253d5414da,context_link
snap-055-002,Tesla Model 3,1062d39d3e8152e3a2a881aef69b1c1c1a80b896875547d37ebc50253d5414da,context_link
snap-055-003,Tesla Model 3,1062d39d3e8152e3a2a881aef69b1c1c1a80b896875547d37ebc50253d5414da,context_link
snap-056-000,Tesla Model X,99926cb2219c5b57c2e1f30d3bd0f5290e70ac9761b895b801986c19b9a9d0c3,entity_card
snap-057-000,Tesla Model Y,2b1b542dd220ae6f1273a1a5b44f794df91cbf7a832b7c08115bd834245493f6,entity_card
snap-057-001,Tesla Model Y,2b1b542dd220ae6f1273a1a5b44f794df91cbf7a832b7c08115bd834245493f6,context_link
snap-057-002,Tesla Model Y,2b1b542dd220ae6f1273a1a5b44f794df91cbf7a832b7c08115bd834245493f6,context_link
snap-058-000,Tesla Cybertruck,81aae32b086ebcd54f5c70b1d7b9fc0379bf664cc5c890b194592a925b20cc90,entity_card
snap-058-001,Tesla Cybertruck,81aae32b086ebcd54f5c70b1d7b9fc0379bf664cc5c890b194592a925b20cc90,context_link
snap-058-002,Tesla Cybertruck,81aae32b086ebcd54f5c70b1d7b9fc0379bf664cc5c890b194592a925b20cc90,context_link
snap-058-003,Tesla Cybertruck,81aae32b086ebcd54f5c70b1d7b9fc0379bf664cc5c890b194592a925b20cc90,context_link
snap-059-000,Supercharger,cb604b8ade9e44cbca913f9c1f328d3fd762844a1755f086ef8407137fcc3a4e,entity_card
snap-060-000,Autopilot,11550916d6a93d5485711138c618ee3f612f98fe9297614ddb7614213fd19406,entity_card
snap-061-000,SpaceX Starship,f21068009782d6870067af7851579c672c3952a3065cd3fde4da2c43df4b85b9,entity_card
snap-061-001,SpaceX Starship,f21068009782d6870067af7851579c672c3952a3065cd3fde4da2c43df4b85b9,context_link
snap-061-002,SpaceX Starship,f21068009782d6870067af7851579c672c3952a3065cd3fde4da2c43df4b85b9,context_link
snap-061-003,SpaceX Starship,f21068009782d6870067af7851579c672c3952a3065cd3fde4da2c43df4b85b9,context_link
snap-061-004,SpaceX Starship,f21068009782d6870067af7851579c672c3952a3065cd3fde4da2c43df4b85b9,context_link
snap-062-000,SpaceX Dragon 2,968e624f5e430d32d966f45e9e9e3b36f170a8ed084fe8e0f33cf7edf41528d8,entity_card
snap-062-001,SpaceX Dragon 2,968e624f5e430d32d966f45e9e9e3b36f170a8ed084fe8e0f33cf7edf41528d8,context_link
snap-062-002,SpaceX Dragon 2,968e624f5e430d32d966f45e9e9e3b36f170a8ed084fe8e0f33cf7edf41528d8,context_link
snap-062-003,SpaceX Dragon 2,968e624f5e430d32d966f45e9e9e3b36f170a8ed084fe8e0f33cf7edf41528d8,context_link
snap-062-004,SpaceX Dragon 2,968e624f5e430d32d966f45e9e9e3b36f170a8ed084fe8e0f33cf7edf41528d8,context_link
snap-063-000,International Space Station,2aa3e1a45174eee298c939c21c01e0e98634f7a71294ddb53df8d20f4f5de901,entity_card
snap-063-001,International Space Station,2aa3e1a45174eee298c939c21c01e0e98634f7a71294ddb53df8d20f4f5de901,context_link
snap-063-002,International Space Station,2aa3e1a45174eee298c939c21c01e0e98634f7a71294ddb53df8d20f4f5de901,context_link
snap-063-003,International Space Station,2aa3e1a45174eee298c939c21c01e0e98634f7a71294ddb53df8d20f4f5de901,context_link
snap-063-004,International Space Station,2aa3e1a45174eee298c939c21c01e0e98634f7a71294ddb53df8d20f4f5de901,context_link
snap-064-000,NASA,90d184ae7cee140c67316c7a7e2954a9181a131058a256eb7ee98f3b77dc9177,entity_card
snap-064-001,NASA,90d184ae7cee140c67316c7a7e2954a9181a131058a256eb7ee98f3b77dc9177,context_link
snap-065-000,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,entity_card
snap-065-001,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,context_link
snap-065-002,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,context_link
snap-065-003,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,context_link
snap-065-004,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,context_link
snap-065-005,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,context_link
snap-065-006,Commercial Crew Program,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,context_link
snap-066-000,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,entity_card
snap-066-001,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-066-002,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-066-003,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-066-004,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-066-005,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-066-006,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-066-007,Launch vehicle,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,context_link
snap-067-000,SpaceX Raptor,05ee62403cacbbdc32f1bb14963636192a359bc6b79d241261cbebdd8d16f27b,entity_card
snap-067-001,SpaceX Raptor,05ee62403cacbbdc32f1bb14963636192a359bc6b79d241261cbebdd8d16f27b,context_link
snap-068-000,Cape Canaveral Space Force Station,2be05b72903ea47c0b5739fa3a3d4612a5d1c2d60362a4a5169eca8a7dd4ae87,entity_card
snap-068-001,Cape Canaveral Space Force Station,2be05b72903ea47c0b5739fa3a3d4612a5d1c2d60362a4a5169eca8a7dd4ae87,context_link
snap-068-002,Cape Canaveral Space Force Station,2be05b72903ea47c0b5739fa3a3d4612a5d1c2d60362a4a5169eca8a7dd4ae87,context_link
snap-069-000,Kennedy Space Center,7edd341e7ca7c98975fa20bf9f89983f0e3af6c922c850502c8c2669ac934568,entity_card
snap-069-001,Kennedy Space Center,7edd341e7ca7c98975fa20bf9f89983f0e3af6c922c850502c8c2669ac934568,context_link
snap-069-002,Kennedy Space Center,7edd341e7ca7c98975fa20bf9f89983f0e3af6c922c850502c8c2669ac934568,context_link
snap-069-003,Kennedy Space Center,7edd341e7ca7c98975fa20bf9f89983f0e3af6c922c850502c8c2669ac934568,context_link
snap-070-000,Vandenberg Space Force Base,ab68b62709f65cfd9ff61793df0fd05f44617591f472fdba62f894cfe47b767b,entity_card
snap-071-000,Low Earth orbit,f558ca3c9073586b165621a6806f16c6a652ae89b66567a7f87cde59cb37a2e9,entity_card
snap-071-001,Low Earth orbit,f558ca3c9073586b165621a6806f16c6a652ae89b66567a7f87cde59cb37a2e9,context_link
snap-072-000,Mars,99ff7621f6a0e273ebe2bec02fa8bc068a97384e56f4fb94966be831276f357e,entity_card
snap-073-000,Colonization of Mars,a8fa0d3531d2970d5b760b601bdf2aa49d145f8edf731bad62251956cf574e9b,entity_card
snap-073-001,Colonization of Mars,a8fa0d3531d2970d5b760b601bdf2aa49d145f8edf731bad62251956cf574e9b,context_link
snap-073-002,Colonization of Mars,a8fa0d3531d2970d5b760b601bdf2aa49d145f8edf731bad62251956cf574e9b,context_link
snap-073-003,Colonization of Mars,a8fa0d3531d2970d5b760b601bdf2aa49d145f8edf731bad62251956cf574e9b,context_link
snap-074-000,Private spaceflight,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,entity_card
snap-074-001,Private spaceflight,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,context_link
snap-074-002,Private spaceflight,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,context_link
snap-074-003,Private spaceflight,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,context_link
snap-074-004,Private spaceflight,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,context_link
snap-074-005,Private spaceflight,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,context_link
snap-075-000,Space industry,515ad2088989faf52672bb956c0efd91f8dc058ee765c5d7b2d142c2ea943e74,entity_card
snap-076-000,Electric car,fc5095212fcf90070f00a1bdeb5a321eac17157d3fbb115719d68acc104bd6e5,entity_card
snap-076-001,Electric car,fc5095212fcf90070f00a1bdeb5a321eac17157d3fbb115719d68acc104bd6e5,context_link
snap-077-000,Renewable energy,7ef96a3b095cb5dbcf81525355d0e26c10ad81eca93e02f43eb4283bc030020e,entity_card
snap-078-000,Energy industry,748a424f37c1536e599738cdb788f63aa53e68b1b429a0c66f162d9d8f2a91a0,entity_card
snap-078-001,Energy industry,748a424f37c1536e599738cdb788f63aa53e68b1b429a0c66f162d9d8f2a91a0,context_link
snap-078-002,Energy industry,748a424f37c1536e599738cdb788f63aa53e68b1b429a0c66f162d9d8f2a91a0,context_link
snap-078-003,Energy industry,748a424f37c1536e599738cdb788f63aa53e68b1b429a0c66f162d9d8f2a91a0,context_link
