id,total_latency_ms
obqa-99bbb1b03bbbc56d-multi_evidence_explicit-85408c63,20.488292
obqa-1bcd7379e4e4eea5-paraphrase-5682507f,9.086958
obqa-e8a5858c1fa0e6f9-multi_evidence_explicit-6606c6a6,20.170292
obqa-644dc30c4b3c543d-paraphrase-d972b24f,8.884542
obqa-8c3e0d78bbe231a2-multi_evidence_explicit-d7d5f7a6,22.195417
obqa-02c190c26412b8c1-paraphrase-33a6c87b,9.526000
obqa-c9a94fef9fb67b45-multi_evidence_implicit-3e23fe12,30.162208
obqa-8c3e0d78bbe231a2-multi_evidence_explicit-d7d5f7a6,22.976166
obqa-e741fc002e3534cb-paraphrase-8d3337ad,13.330583
obqa-e8a5858c1fa0e6f9-multi_evidence_explicit-6606c6a6,20.566375
obqa-915462fb9210c2ac-paraphrase-4825fb90,12.804458
obqa-a690b8cf8c600c43-paraphrase-b655f620,12.527291
obqa-4d4220f2c3e235d6-multi_evidence_implicit-db829f09,30.872500
obqa-feaeb7b3dda08374-paraphrase-6be3458d,9.244750
obqa-15cece819972cd21-paraphrase-ce8faf6b,8.945542
obqa-c9a94fef9fb67b45-multi_evidence_implicit-3e23fe12,29.191958
obqa-736422969f88d33b-multi_evidence_implicit-021a12c8,27.824917
obqa-dbb9ed8a8475a9f8-paraphrase-6379597d,10.889875
obqa-7279fa825fdf6157-multi_evidence_implicit-c007d86b,30.603708
obqa-ae0297dfe9acc0a5-multi_evidence_implicit-f698388f,29.349958
obqa-1bcd7379e4e4eea5-paraphrase-5682507f,9.751583
obqa-a690b8cf8c600c43-paraphrase-b655f620,13.983250
obqa-e5d71a2d2b0d7532-paraphrase-3482774b,13.309584
obqa-99bbb1b03bbbc56d-multi_evidence_explicit-85408c63,22.916584
obqa-02c190c26412b8c1-paraphrase-33a6c87b,9.877083
obqa-1bcd7379e4e4eea5-paraphrase-5682507f,9.103000
obqa-4d4220f2c3e235d6-multi_evidence_implicit-db829f09,29.028167
obqa-0a494ce4d482957d-multi_evidence_explicit-8f2ecd69,20.931834
obqa-110b3019ee1271d4-paraphrase-df4d70d6,11.463917
obqa-644dc30c4b3c543d-paraphrase-d972b24f,9.401834
obqa-e5d71a2d2b0d7532-paraphrase-3482774b,12.255125
obqa-14d5a02db979bd7a-multi_evidence_implicit-552882ad,28.953167
obqa-0f34e6b6464698ed-multi_evidence_explicit-e739c33d,23.835958
obqa-a1a9e43a456910ea-multi_evidence_explicit-3054d6d8,16.162375
obqa-110b3019ee1271d4-paraphrase-df4d70d6,9.460584
obqa-736422969f88d33b-multi_evidence_implicit-021a12c8,27.715667
obqa-c9a94fef9fb67b45-multi_evidence_implicit-3e23fe12,28.738500
obqa-51aa8b9bcbab1601-paraphrase-855f7d67,12.695500
obqa-1bcd7379e4e4eea5-paraphrase-5682507f,9.359375
obqa-915462fb9210c2ac-paraphrase-4825fb90,12.707958
obqa-0f34e6b6464698ed-multi_evidence_explicit-e739c33d,22.966750
obqa-d2b5c74bd4ac0220-multi_evidence_explicit-e4b0b778,20.512250
obqa-4aae931bee91a991-paraphrase-97705439,12.359666
obqa-51aa8b9bcbab1601-paraphrase-855f7d67,12.540459
obqa-a6a1f16d0258e0cb-paraphrase-d41da84f,9.043750
obqa-e8a5858c1fa0e6f9-multi_evidence_explicit-6606c6a6,19.965125
obqa-915462fb9210c2ac-paraphrase-4825fb90,12.132375
obqa-a690b8cf8c600c43-paraphrase-b655f620,13.356125
obqa-a8f792d2fb8fac86-paraphrase-5726baa5,9.258708
obqa-4d4220f2c3e235d6-multi_evidence_implicit-db829f09,28.205250
obqa-51aa8b9bcbab1601-paraphrase-855f7d67,12.082208
obqa-ade8e9fd565548ea-multi_evidence_implicit-5450e428,28.511500
