id,total_latency_ms,ttft_ms
obqa-5d0711a9b59e8d78-direct-daca25fd,1047.554208,
obqa-d623ef5d8cfa5fbc-paraphrase-c81a0a81,525.983542,
obqa-29bb8e81107ecb3d-negative-56292334,1219.369250,
obqa-d6e4895d2c418675-direct-b7f9ff53,480.102375,
obqa-d2915c285e295462-direct-9143a7e6,518.673166,
obqa-826080d84c42d0c5-negative-9fd4b83e,367.091084,
obqa-e03cc6877ac7298b-negative-7b109f7b,866.823166,
obqa-09b60e701d80589d-paraphrase-e5492d91,730.798708,
obqa-968a321ff3dd19ae-negative-59e55ca9,404.398833,
obqa-8c75be264d4fe7af-multi_evidence-0c8af2c3,5883.747042,
obqa-6f1e061c186e9978-negative-26b33474,409.370083,
obqa-1690463a38be2187-multi_evidence-aa43c4e5,950.691166,
obqa-0e108c1838d5195d-direct-1ac1a1c5,431.855542,
obqa-e03cc6877ac7298b-negative-7b109f7b,1002.946041,
obqa-3fcdcf363ceb3a2b-direct-7437ba38,828.478416,
obqa-a71c5521e395abcf-paraphrase-59ff70e7,536.119417,
obqa-73a6e7fb65108485-direct-e758c4bc,385.059542,
obqa-eb01b992761f8c3e-negative-1aba0d62,897.332334,
obqa-86ec9759857e7caa-negative-76775ff8,580.523125,
obqa-ea3e00e31ea5ed99-direct-28893b0a,430.581875,
obqa-bbf67ebf4622acf7-paraphrase-fab10f40,718.326625,
obqa-d623ef5d8cfa5fbc-paraphrase-c81a0a81,534.503042,
obqa-b4a5c8b481f1c190-multi_evidence-2f7320cf,1100.140709,
obqa-190dd784dfc1ad61-direct-9fa4dc50,696.374416,
obqa-c8ff5cc9f619f375-multi_evidence-254f488c,1199.770459,
obqa-826d28d8fc3cf329-negative-0834a7ae,369.070583,
obqa-826080d84c42d0c5-negative-9fd4b83e,398.268708,
obqa-750c52ac5166c08c-paraphrase-1b331edf,732.432834,
obqa-b8a0b43c5a22ac40-multi_evidence-88e3612d,1296.567792,
obqa-6c6b1c16a62e2537-multi_evidence-6d7d0b36,1251.177334,
obqa-8792665c633af94f-paraphrase-d9115bb1,2419.354292,
obqa-1b73fa9020ef49ea-direct-885b40b3,764.617125,
obqa-037486d464937544-direct-555b64b7,765.869208,
obqa-145b09320ed8b531-negative-50046ca0,529.173042,
obqa-1fe5b6db7948acb2-paraphrase-1034015e,801.282750,
obqa-3fcdcf363ceb3a2b-direct-7437ba38,783.206750,
obqa-767377fe44935fa3-direct-8a939ece,535.634709,
obqa-d0a4e0d426e9fa03-paraphrase-551de3e4,700.385292,
obqa-416d6118966fb2b0-direct-e89fcdfc,509.566125,
obqa-c02e125db9b802b0-direct-6c0f5863,400.804666,
obqa-88f5916addb09a9b-paraphrase-51183c46,2729.125333,
obqa-527d14b1225fad7e-paraphrase-3e97d63a,587.738459,
obqa-cd7dba3d5ae0114d-direct-b2920c6b,635.018417,
obqa-79b175cf1c2d1a4a-paraphrase-378e4ec0,743.153750,
obqa-375cf44c18ff5bb6-direct-08e3f3aa,1202.684250,
obqa-7e59685684ce6d7a-negative-ccb48753,663.358542,
obqa-e4da2283b5fe480f-paraphrase-03a89af7,596.858042,
obqa-26d2ad25e2c7794d-multi_evidence-33582d6b,1768.913583,
obqa-009bdee8969b22d8-multi_evidence-f7bd67c3,833.720250,
obqa-b7a6353fee60d1ec-negative-3b3d4667,1701.231875,
obqa-3edcdd67e6240b32-paraphrase-e415da8c,818.220334,
obqa-151fd81086caef59-direct-ff51c21f,812.974041,
obqa-826d28d8fc3cf329-negative-0834a7ae,382.490292,
obqa-6c6b1c16a62e2537-multi_evidence-6d7d0b36,1251.046917,
obqa-d02e2a29a4c5e9e4-direct-28390661,664.959167,
obqa-826080d84c42d0c5-multi_evidence-7757329a,5331.153375,
obqa-bcb942c597719b4c-direct-1ed1fb1e,1065.777042,
obqa-1690463a38be2187-multi_evidence-aa43c4e5,782.252583,
obqa-e2f433c251a5638c-direct-9fba2388,599.246208,
obqa-375cf44c18ff5bb6-multi_evidence-08ef71b1,5188.422833,
obqa-88f5916addb09a9b-paraphrase-51183c46,2909.688375,
obqa-ef36991298a44437-direct-0d50da7c,551.267250,
obqa-b617504bfcd0271d-direct-5a8dd879,581.550417,
obqa-b8a91540adcaaf85-paraphrase-3d807b6d,1167.051917,
obqa-a71c5521e395abcf-paraphrase-59ff70e7,531.796000,
obqa-5289aee5dbaa20d5-paraphrase-fdeaf767,653.268042,
obqa-968a321ff3dd19ae-direct-845ad942,1047.030083,
obqa-c8ff5cc9f619f375-multi_evidence-254f488c,1167.256000,
obqa-a13238548099e987-direct-74095566,684.839792,
obqa-a9320823c5d713db-paraphrase-35541696,830.020500,
obqa-79cf433a4ad16c18-paraphrase-08542f23,482.108542,
obqa-084924e91cdaa33f-negative-09b80964,750.464083,
obqa-b4616d3bd5a23d3f-direct-f481c292,1617.600084,
obqa-f307d0516c93940f-multi_evidence-32ce76d4,934.040708,
obqa-dbd9b8ad34b39e8c-direct-1644ed6a,634.169125,
obqa-dd6f801cd8969587-direct-4c9eb9f2,546.719833,
obqa-a8418b28f96ecf6e-negative-ec1ec7c3,1018.048375,
obqa-2c6bea15f5dffb05-direct-ec70568e,693.231083,
