id,total_latency_ms,ttft_ms
obqa-a4e35ed043c863f7-multi_evidence_explicit-35447605,348.855750,
obqa-2cd8a46fc316f2de-paraphrase-4ed7e602,187.625167,
obqa-b85095e08655def8-paraphrase-e6b12584,275.602584,
obqa-510a808edae62638-multi_evidence_explicit-e3308d75,352.219333,
obqa-dddb15ef711ce22c-multi_evidence_explicit-6cb40ac0,571.807500,
obqa-04d990bf1581afcd-multi_evidence_explicit-d9394011,258.639166,
obqa-5a5b89efb46d96be-paraphrase-1ea45cc7,225.342666,
obqa-510a808edae62638-multi_evidence_explicit-e3308d75,366.094750,
obqa-00fc3d3b72defc79-paraphrase-068d90b4,233.244584,
obqa-1686b8478e669259-multi_evidence_implicit-b516deb1,375.643042,
obqa-8cca97131c73543c-multi_evidence_implicit-176d9870,571.877834,
obqa-9d2f65a0b1ff6c76-multi_evidence_implicit-49909e4c,436.304667,
obqa-6552a852c2acaf8e-paraphrase-5ff606fb,228.848083,
obqa-55e17d64b4a026a7-paraphrase-5f46a0ee,240.034125,
obqa-dddb15ef711ce22c-multi_evidence_explicit-6cb40ac0,598.990375,
obqa-8514fbe092dcb0a2-paraphrase-d68aeb44,252.267291,
obqa-8cca97131c73543c-multi_evidence_implicit-176d9870,572.555166,
obqa-2cd8a46fc316f2de-paraphrase-4ed7e602,199.986834,
obqa-24211e6fe6892194-paraphrase-d1a77bd7,229.084750,
obqa-1a3e9677863eeef8-multi_evidence_explicit-6f917d09,338.283083,
obqa-74e0363cfd1a0a4c-paraphrase-c57cdc56,246.992500,
obqa-24deaed5c5cb73cd-paraphrase-caf0ea83,290.489833,
obqa-f17471c90c83bb10-multi_evidence_explicit-5fa3908c,327.762125,
obqa-428056d2b94da395-paraphrase-d3243bd0,260.262625,
obqa-819426a495d4e7de-multi_evidence_implicit-fdbf654a,561.111042,
obqa-a4e35ed043c863f7-multi_evidence_explicit-35447605,352.009667,
obqa-68af2a739a534bf8-paraphrase-31cf042a,229.327250,
obqa-819426a495d4e7de-multi_evidence_implicit-fdbf654a,588.059208,
obqa-c7922c3863af431d-paraphrase-b4813bf6,221.617542,
obqa-428056d2b94da395-paraphrase-d3243bd0,256.876916,
obqa-b85095e08655def8-paraphrase-e6b12584,280.637583,
obqa-f0d3e2aa312e92d4-paraphrase-e2cc6954,231.667500,
obqa-4e418096ab7bd988-paraphrase-e1eda976,221.795459,
obqa-6552a852c2acaf8e-paraphrase-5ff606fb,226.964542,
obqa-f0d3e2aa312e92d4-paraphrase-e2cc6954,238.592250,
obqa-994f2a3015ba4264-multi_evidence_explicit-5a6478a3,306.150666,
obqa-dddb15ef711ce22c-multi_evidence_explicit-6cb40ac0,615.008125,
obqa-1686b8478e669259-multi_evidence_implicit-b516deb1,375.106208,
obqa-24211e6fe6892194-paraphrase-d1a77bd7,224.359792,
obqa-68af2a739a534bf8-paraphrase-31cf042a,223.339167,
obqa-510a808edae62638-multi_evidence_explicit-e3308d75,358.296250,
obqa-f17471c90c83bb10-multi_evidence_explicit-5fa3908c,323.593625,
obqa-994f2a3015ba4264-multi_evidence_explicit-5a6478a3,303.166333,
obqa-1686b8478e669259-multi_evidence_implicit-b516deb1,368.135416,
obqa-2cd8a46fc316f2de-paraphrase-4ed7e602,191.292375,
obqa-dddb15ef711ce22c-multi_evidence_explicit-6cb40ac0,592.459208,
obqa-f17471c90c83bb10-multi_evidence_explicit-5fa3908c,327.100833,
obqa-9e05a644d363ea3f-multi_evidence_implicit-b45e4172,566.622042,
obqa-5fe07eb15c043aa3-paraphrase-ef89d201,240.012834,
obqa-233c69d0198ba7a2-multi_evidence_implicit-8d1c27c6,386.127000,
obqa-6d965e9fc0402c83-multi_evidence_implicit-32eef302,703.732875,
obqa-f17471c90c83bb10-multi_evidence_explicit-5fa3908c,323.503459,
obqa-24211e6fe6892194-paraphrase-d1a77bd7,223.276833,
obqa-3faa371cb26a6d75-multi_evidence_explicit-984997ad,312.429875,
obqa-8070bd398e0dcbc8-multi_evidence_implicit-63b0738d,586.523000,
obqa-207917700abc0b27-paraphrase-f99d44a2,215.247375,
obqa-47110169245e6446-multi_evidence_implicit-1d00000f,483.303916,
obqa-1d456092f2340953-paraphrase-0d31381f,210.527250,
obqa-6d965e9fc0402c83-multi_evidence_implicit-32eef302,707.665417,
obqa-0e842d1357d6c519-multi_evidence_implicit-47922e91,680.927708,
obqa-1686b8478e669259-multi_evidence_implicit-b516deb1,369.910667,
obqa-55e17d64b4a026a7-paraphrase-5f46a0ee,235.134084,
obqa-6d965e9fc0402c83-multi_evidence_implicit-32eef302,713.900000,
obqa-c7922c3863af431d-paraphrase-b4813bf6,230.433333,
obqa-1a3e9677863eeef8-multi_evidence_explicit-6f917d09,346.287000,
obqa-7ad719048406ec0c-multi_evidence_explicit-2f9f48bf,286.920459,
obqa-dddb15ef711ce22c-multi_evidence_explicit-6cb40ac0,585.991500,
obqa-47110169245e6446-multi_evidence_implicit-1d00000f,481.545625,
obqa-1a3e9677863eeef8-multi_evidence_explicit-6f917d09,357.724708,
obqa-8514fbe092dcb0a2-paraphrase-d68aeb44,276.539750,
obqa-55e17d64b4a026a7-paraphrase-5f46a0ee,317.121042,
obqa-1d456092f2340953-paraphrase-0d31381f,267.278166,
obqa-00fc3d3b72defc79-paraphrase-068d90b4,238.034333,
obqa-428056d2b94da395-paraphrase-d3243bd0,257.309917,
obqa-4e418096ab7bd988-paraphrase-e1eda976,234.990291,
obqa-5fe07eb15c043aa3-paraphrase-ef89d201,277.758708,
obqa-f17471c90c83bb10-multi_evidence_explicit-5fa3908c,369.757000,
obqa-f0d3e2aa312e92d4-paraphrase-e2cc6954,254.676958,
obqa-04d990bf1581afcd-multi_evidence_explicit-d9394011,270.082709,
obqa-6d965e9fc0402c83-multi_evidence_implicit-32eef302,706.219958,
obqa-3faa371cb26a6d75-multi_evidence_explicit-984997ad,316.638708,
obqa-b85095e08655def8-paraphrase-e6b12584,285.288542,
obqa-207917700abc0b27-paraphrase-f99d44a2,214.341334,
obqa-428056d2b94da395-paraphrase-d3243bd0,278.318458,
obqa-6eeb25f481f01ad1-multi_evidence_explicit-75f4f041,527.585416,
obqa-5cb7968420e6a4de-paraphrase-3a598eb7,298.604542,
obqa-04d990bf1581afcd-multi_evidence_explicit-d9394011,267.757042,
obqa-1d456092f2340953-paraphrase-0d31381f,204.319958,
obqa-994f2a3015ba4264-multi_evidence_explicit-5a6478a3,316.643291,
obqa-4e418096ab7bd988-paraphrase-e1eda976,235.141292,
obqa-233c69d0198ba7a2-multi_evidence_implicit-8d1c27c6,398.730167,
obqa-994f2a3015ba4264-multi_evidence_explicit-5a6478a3,317.886875,
obqa-6552a852c2acaf8e-paraphrase-5ff606fb,246.961542,
obqa-04d990bf1581afcd-multi_evidence_explicit-d9394011,275.998209,
obqa-74e0363cfd1a0a4c-paraphrase-c57cdc56,255.553000,
obqa-02e43591964b5593-paraphrase-39b28351,218.073959,
obqa-9d2f65a0b1ff6c76-multi_evidence_implicit-49909e4c,433.908750,
obqa-207917700abc0b27-paraphrase-f99d44a2,218.827667,
obqa-55e17d64b4a026a7-paraphrase-5f46a0ee,232.937667,
obqa-233c69d0198ba7a2-multi_evidence_implicit-8d1c27c6,390.351167,
obqa-8070bd398e0dcbc8-multi_evidence_implicit-63b0738d,630.398208,
obqa-00fc3d3b72defc79-paraphrase-068d90b4,288.853500,
obqa-9e05a644d363ea3f-multi_evidence_implicit-b45e4172,611.764667,
obqa-47110169245e6446-multi_evidence_implicit-1d00000f,500.648792,
obqa-5cb7968420e6a4de-paraphrase-3a598eb7,302.776917,
obqa-02e43591964b5593-paraphrase-39b28351,249.639459,
obqa-5fe07eb15c043aa3-paraphrase-ef89d201,259.642208,
obqa-6eeb25f481f01ad1-multi_evidence_explicit-75f4f041,522.306333,
obqa-4e418096ab7bd988-paraphrase-e1eda976,230.953042,
obqa-5cb7968420e6a4de-paraphrase-3a598eb7,299.753833,
obqa-9d2f65a0b1ff6c76-multi_evidence_implicit-49909e4c,434.389542,
obqa-7ad719048406ec0c-multi_evidence_explicit-2f9f48bf,284.791042,
obqa-68af2a739a534bf8-paraphrase-31cf042a,232.339791,
obqa-1d456092f2340953-paraphrase-0d31381f,222.261541,
obqa-5fe07eb15c043aa3-paraphrase-ef89d201,256.733958,
obqa-6d965e9fc0402c83-multi_evidence_implicit-32eef302,750.622584,
obqa-510a808edae62638-multi_evidence_explicit-e3308d75,364.901292,
obqa-a4e35ed043c863f7-multi_evidence_explicit-35447605,359.564875,
obqa-68af2a739a534bf8-paraphrase-31cf042a,232.837375,
obqa-8070bd398e0dcbc8-multi_evidence_implicit-63b0738d,605.767333,
obqa-233c69d0198ba7a2-multi_evidence_implicit-8d1c27c6,415.531417,
obqa-c7922c3863af431d-paraphrase-b4813bf6,238.456667,
obqa-5cb7968420e6a4de-paraphrase-3a598eb7,303.533167,
obqa-74e0363cfd1a0a4c-paraphrase-c57cdc56,262.131750,
obqa-510a808edae62638-multi_evidence_explicit-e3308d75,372.089750,
obqa-1a3e9677863eeef8-multi_evidence_explicit-6f917d09,348.059250,
obqa-5a5b89efb46d96be-paraphrase-1ea45cc7,234.235500,
obqa-c7922c3863af431d-paraphrase-b4813bf6,232.735375,
obqa-b85095e08655def8-paraphrase-e6b12584,291.427125,
obqa-04d990bf1581afcd-multi_evidence_explicit-d9394011,275.405917,
obqa-74e0363cfd1a0a4c-paraphrase-c57cdc56,264.522000,
obqa-02e43591964b5593-paraphrase-39b28351,231.543583,
obqa-24211e6fe6892194-paraphrase-d1a77bd7,238.205250,
obqa-9d2f65a0b1ff6c76-multi_evidence_implicit-49909e4c,429.102792,
obqa-c7922c3863af431d-paraphrase-b4813bf6,232.758291,
obqa-819426a495d4e7de-multi_evidence_implicit-fdbf654a,572.694125,
