id,total_latency_ms
obqa-5a5b89efb46d96be-paraphrase-1ea45cc7,8.706542
obqa-4e418096ab7bd988-paraphrase-e1eda976,7.554417
obqa-207917700abc0b27-paraphrase-f99d44a2,7.969708
obqa-24deaed5c5cb73cd-paraphrase-caf0ea83,31.386583
obqa-5cb7968420e6a4de-paraphrase-3a598eb7,9.531041
obqa-47110169245e6446-multi_evidence_implicit-1d00000f,21.808625
obqa-1a3e9677863eeef8-multi_evidence_explicit-6f917d09,13.543417
obqa-0e842d1357d6c519-multi_evidence_implicit-47922e91,23.693333
obqa-6552a852c2acaf8e-paraphrase-5ff606fb,8.386000
obqa-1686b8478e669259-multi_evidence_implicit-b516deb1,21.662417
obqa-6eeb25f481f01ad1-multi_evidence_explicit-75f4f041,13.418792
obqa-7ad719048406ec0c-multi_evidence_explicit-2f9f48bf,14.189584
obqa-233c69d0198ba7a2-multi_evidence_implicit-8d1c27c6,23.842958
obqa-8514fbe092dcb0a2-paraphrase-d68aeb44,40.591625
obqa-2cd8a46fc316f2de-paraphrase-4ed7e602,23.282708
obqa-8070bd398e0dcbc8-multi_evidence_implicit-63b0738d,25.977666
obqa-8cca97131c73543c-multi_evidence_implicit-176d9870,25.429875
obqa-7ad719048406ec0c-multi_evidence_explicit-2f9f48bf,14.233041
obqa-02e43591964b5593-paraphrase-39b28351,11.028000
obqa-819426a495d4e7de-multi_evidence_implicit-fdbf654a,22.094834
obqa-55e17d64b4a026a7-paraphrase-5f46a0ee,8.469042
obqa-a4e35ed043c863f7-multi_evidence_explicit-35447605,13.157542
obqa-0e842d1357d6c519-multi_evidence_implicit-47922e91,24.136958
obqa-9d2f65a0b1ff6c76-multi_evidence_implicit-49909e4c,23.371084
obqa-5a5b89efb46d96be-paraphrase-1ea45cc7,8.400833
obqa-0e842d1357d6c519-multi_evidence_implicit-47922e91,23.679625
obqa-8070bd398e0dcbc8-multi_evidence_implicit-63b0738d,26.093875
obqa-02e43591964b5593-paraphrase-39b28351,10.961959
obqa-8cca97131c73543c-multi_evidence_implicit-176d9870,25.740250
obqa-5fe07eb15c043aa3-paraphrase-ef89d201,9.234417
obqa-1d456092f2340953-paraphrase-0d31381f,8.369541
obqa-0e842d1357d6c519-multi_evidence_implicit-47922e91,24.181334
obqa-3faa371cb26a6d75-multi_evidence_explicit-984997ad,15.509333
obqa-8514fbe092dcb0a2-paraphrase-d68aeb44,38.449958
obqa-24deaed5c5cb73cd-paraphrase-caf0ea83,32.506583
obqa-24211e6fe6892194-paraphrase-d1a77bd7,9.064083
obqa-207917700abc0b27-paraphrase-f99d44a2,8.101292
obqa-b85095e08655def8-paraphrase-e6b12584,13.824959
obqa-f0d3e2aa312e92d4-paraphrase-e2cc6954,8.329500
obqa-3faa371cb26a6d75-multi_evidence_explicit-984997ad,15.684334
obqa-994f2a3015ba4264-multi_evidence_explicit-5a6478a3,15.491042
obqa-428056d2b94da395-paraphrase-d3243bd0,11.492500
obqa-7ad719048406ec0c-multi_evidence_explicit-2f9f48bf,14.041584
obqa-6552a852c2acaf8e-paraphrase-5ff606fb,8.628916
obqa-9e05a644d363ea3f-multi_evidence_implicit-b45e4172,24.719667
obqa-3faa371cb26a6d75-multi_evidence_explicit-984997ad,16.753167
obqa-8cca97131c73543c-multi_evidence_implicit-176d9870,28.903459
obqa-5a5b89efb46d96be-paraphrase-1ea45cc7,8.866583
obqa-24deaed5c5cb73cd-paraphrase-caf0ea83,33.297000
obqa-24deaed5c5cb73cd-paraphrase-caf0ea83,33.136750
obqa-00fc3d3b72defc79-paraphrase-068d90b4,8.978250
obqa-a4e35ed043c863f7-multi_evidence_explicit-35447605,14.738875
obqa-68af2a739a534bf8-paraphrase-31cf042a,10.407541
obqa-00fc3d3b72defc79-paraphrase-068d90b4,9.893042
obqa-819426a495d4e7de-multi_evidence_implicit-fdbf654a,24.182167
obqa-9e05a644d363ea3f-multi_evidence_implicit-b45e4172,26.958875
obqa-47110169245e6446-multi_evidence_implicit-1d00000f,25.108792
obqa-f0d3e2aa312e92d4-paraphrase-e2cc6954,9.275458
obqa-6eeb25f481f01ad1-multi_evidence_explicit-75f4f041,15.214292
obqa-9e05a644d363ea3f-multi_evidence_implicit-b45e4172,28.681583
obqa-74e0363cfd1a0a4c-paraphrase-c57cdc56,12.559083
obqa-2cd8a46fc316f2de-paraphrase-4ed7e602,28.371375
obqa-8514fbe092dcb0a2-paraphrase-d68aeb44,46.300625
obqa-6eeb25f481f01ad1-multi_evidence_explicit-75f4f041,16.803250
obqa-a4e35ed043c863f7-multi_evidence_explicit-35447605,17.100292
obqa-2cd8a46fc316f2de-paraphrase-4ed7e602,31.665459
obqa-b85095e08655def8-paraphrase-e6b12584,14.774833
obqa-510a808edae62638-multi_evidence_explicit-e3308d75,13.283959
obqa-dddb15ef711ce22c-multi_evidence_explicit-6cb40ac0,19.932000
