title,normalized_title,pageid,revision_id,source_url,raw_snapshot_path,normalized_doc_path,retrieved_at,raw_text_sha256,fetch_status,ready_for_self_ingestion,requires_quarantine,safe_for_general_runtime
Energy storage,Energy storage,24130,1353403944,https://en.wikipedia.org/wiki/Energy_storage,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Energy_storage.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Energy_storage.md,2026-06-15T07:16:33Z,a68e2c2d5d0fade923a6d374692561ded38e270a94353174b28789266d7c14a1,success,True,True,False
Tesla Model S,Tesla Model S,18215937,1358978070,https://en.wikipedia.org/wiki/Tesla_Model_S,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Tesla_Model_S.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Tesla_Model_S.md,2026-06-15T07:16:35Z,97a3dffadd10c994388b5ce69356e8595bdd91c1423e1f9ebf8306128e73e233,success,True,True,False
Tesla Model 3,Tesla Model 3,43311976,1359429644,https://en.wikipedia.org/wiki/Tesla_Model_3,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Tesla_Model_3.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Tesla_Model_3.md,2026-06-15T07:16:36Z,1062d39d3e8152e3a2a881aef69b1c1c1a80b896875547d37ebc50253d5414da,success,True,True,False
Tesla Model X,Tesla Model X,29691020,1358978120,https://en.wikipedia.org/wiki/Tesla_Model_X,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Tesla_Model_X.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Tesla_Model_X.md,2026-06-15T07:16:37Z,99926cb2219c5b57c2e1f30d3bd0f5290e70ac9761b895b801986c19b9a9d0c3,success,True,True,False
Tesla Model Y,Tesla Model Y,49033638,1359430468,https://en.wikipedia.org/wiki/Tesla_Model_Y,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Tesla_Model_Y.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Tesla_Model_Y.md,2026-06-15T07:16:39Z,2b1b542dd220ae6f1273a1a5b44f794df91cbf7a832b7c08115bd834245493f6,success,True,True,False
Cybertruck,Tesla Cybertruck,60275585,1358427430,https://en.wikipedia.org/wiki/Tesla_Cybertruck,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Tesla_Cybertruck.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Tesla_Cybertruck.md,2026-06-15T07:16:40Z,81aae32b086ebcd54f5c70b1d7b9fc0379bf664cc5c890b194592a925b20cc90,success,True,True,False
Roadster,Roadster,35235171,1318807739,https://en.wikipedia.org/wiki/Roadster,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Roadster.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Roadster.md,2026-06-15T07:16:41Z,3dc6ac82d5931334ed2f4bc9d57f182e45885c991567b398869cee21b3921472,success,False,True,False
Supercharger,Supercharger,7493486,1356203916,https://en.wikipedia.org/wiki/Supercharger,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Supercharger.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Supercharger.md,2026-06-15T07:16:42Z,cb604b8ade9e44cbca913f9c1f328d3fd762844a1755f086ef8407137fcc3a4e,success,True,True,False
Autopilot,Autopilot,343230,1342840009,https://en.wikipedia.org/wiki/Autopilot,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Autopilot.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Autopilot.md,2026-06-15T07:16:43Z,11550916d6a93d5485711138c618ee3f612f98fe9297614ddb7614213fd19406,success,True,True,False
Full Self-Driving,Full Self-Driving,65716269,1235445188,https://en.wikipedia.org/wiki/Full_Self-Driving,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Full_Self-Driving.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Full_Self-Driving.md,2026-06-15T07:16:44Z,16310a338150fa72b531e0505b7b8e53a78e82c089962fca7d22bb71368495e8,success,False,True,False
SpaceX Starship,SpaceX Starship,59118602,1359361130,https://en.wikipedia.org/wiki/SpaceX_Starship,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/SpaceX_Starship.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/SpaceX_Starship.md,2026-06-15T07:16:45Z,f21068009782d6870067af7851579c672c3952a3065cd3fde4da2c43df4b85b9,success,True,True,False
Dragon 2,SpaceX Dragon 2,42903983,1358616049,https://en.wikipedia.org/wiki/SpaceX_Dragon_2,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/SpaceX_Dragon_2.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/SpaceX_Dragon_2.md,2026-06-15T07:16:46Z,968e624f5e430d32d966f45e9e9e3b36f170a8ed084fe8e0f33cf7edf41528d8,success,True,True,False
International Space Station,International Space Station,15043,1358928240,https://en.wikipedia.org/wiki/International_Space_Station,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/International_Space_Station.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/International_Space_Station.md,2026-06-15T07:16:48Z,2aa3e1a45174eee298c939c21c01e0e98634f7a71294ddb53df8d20f4f5de901,success,True,True,False
NASA,NASA,18426568,1358605768,https://en.wikipedia.org/wiki/NASA,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/NASA.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/NASA.md,2026-06-15T07:16:49Z,90d184ae7cee140c67316c7a7e2954a9181a131058a256eb7ee98f3b77dc9177,success,True,True,False
Commercial Crew Program,Commercial Crew Program,64072812,1356327552,https://en.wikipedia.org/wiki/Commercial_Crew_Program,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Commercial_Crew_Program.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Commercial_Crew_Program.md,2026-06-15T07:16:50Z,02e13e5725cb1a69dfc34dfb7fb66c9a84bed80774b7dd487333fd42e19320ca,success,True,True,False
Launch vehicle,Launch vehicle,1306157,1350637486,https://en.wikipedia.org/wiki/Launch_vehicle,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Launch_vehicle.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Launch_vehicle.md,2026-06-15T07:16:51Z,2cf801de3731ddf50c3ecb65ef7679264dc5d3d34f1d763191a532a0706dc1ee,success,True,True,False
Merlin rocket engine,Merlin rocket engine,,,https://en.wikipedia.org/wiki/Merlin_rocket_engine,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Merlin_rocket_engine.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Merlin_rocket_engine.md,2026-06-15T07:16:52Z,,missing,False,True,False
Raptor rocket engine,SpaceX Raptor,62938400,1358679944,https://en.wikipedia.org/wiki/SpaceX_Raptor,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/SpaceX_Raptor.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/SpaceX_Raptor.md,2026-06-15T07:16:54Z,05ee62403cacbbdc32f1bb14963636192a359bc6b79d241261cbebdd8d16f27b,success,True,True,False
Cape Canaveral Space Force Station,Cape Canaveral Space Force Station,306778,1357790373,https://en.wikipedia.org/wiki/Cape_Canaveral_Space_Force_Station,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Cape_Canaveral_Space_Force_Station.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Cape_Canaveral_Space_Force_Station.md,2026-06-15T07:16:55Z,2be05b72903ea47c0b5739fa3a3d4612a5d1c2d60362a4a5169eca8a7dd4ae87,success,True,True,False
Kennedy Space Center,Kennedy Space Center,16421,1355591236,https://en.wikipedia.org/wiki/Kennedy_Space_Center,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Kennedy_Space_Center.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Kennedy_Space_Center.md,2026-06-15T07:16:56Z,7edd341e7ca7c98975fa20bf9f89983f0e3af6c922c850502c8c2669ac934568,success,True,True,False
Vandenberg Space Force Base,Vandenberg Space Force Base,108145,1357782503,https://en.wikipedia.org/wiki/Vandenberg_Space_Force_Base,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Vandenberg_Space_Force_Base.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Vandenberg_Space_Force_Base.md,2026-06-15T07:16:58Z,ab68b62709f65cfd9ff61793df0fd05f44617591f472fdba62f894cfe47b767b,success,True,True,False
Low Earth orbit,Low Earth orbit,47568,1357598928,https://en.wikipedia.org/wiki/Low_Earth_orbit,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Low_Earth_orbit.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Low_Earth_orbit.md,2026-06-15T07:16:59Z,f558ca3c9073586b165621a6806f16c6a652ae89b66567a7f87cde59cb37a2e9,success,True,True,False
Mars,Mars,14640471,1359030760,https://en.wikipedia.org/wiki/Mars,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Mars.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Mars.md,2026-06-15T07:17:00Z,99ff7621f6a0e273ebe2bec02fa8bc068a97384e56f4fb94966be831276f357e,success,True,True,False
Mars colonization,Colonization of Mars,1744360,1356047913,https://en.wikipedia.org/wiki/Colonization_of_Mars,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Colonization_of_Mars.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Colonization_of_Mars.md,2026-06-15T07:17:02Z,a8fa0d3531d2970d5b760b601bdf2aa49d145f8edf731bad62251956cf574e9b,success,True,True,False
Private spaceflight,Private spaceflight,752732,1354218196,https://en.wikipedia.org/wiki/Private_spaceflight,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Private_spaceflight.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Private_spaceflight.md,2026-06-15T07:17:03Z,04c01f1629c20c542e37eb39ab632d162758c78905f673a5b1e99c396fb65075,success,True,True,False
Space industry,Space industry,11943863,1338350307,https://en.wikipedia.org/wiki/Space_industry,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Space_industry.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Space_industry.md,2026-06-15T07:17:04Z,515ad2088989faf52672bb956c0efd91f8dc058ee765c5d7b2d142c2ea943e74,success,True,True,False
Electric car,Electric car,16105186,1358942494,https://en.wikipedia.org/wiki/Electric_car,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Electric_car.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Electric_car.md,2026-06-15T07:17:05Z,fc5095212fcf90070f00a1bdeb5a321eac17157d3fbb115719d68acc104bd6e5,success,True,True,False
Renewable energy,Renewable energy,25784,1359224031,https://en.wikipedia.org/wiki/Renewable_energy,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Renewable_energy.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Renewable_energy.md,2026-06-15T07:17:06Z,7ef96a3b095cb5dbcf81525355d0e26c10ad81eca93e02f43eb4283bc030020e,success,True,True,False
Energy industry,Energy industry,2935251,1359191708,https://en.wikipedia.org/wiki/Energy_industry,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Energy_industry.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Energy_industry.md,2026-06-15T07:17:08Z,748a424f37c1536e599738cdb788f63aa53e68b1b429a0c66f162d9d8f2a91a0,success,True,True,False
Financial estimate,Financial estimate,,,https://en.wikipedia.org/wiki/Financial_estimate,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Financial_estimate.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Financial_estimate.md,2026-06-15T07:17:09Z,,missing,False,True,False
Billionaire,Billionaire,428105,1359136333,https://en.wikipedia.org/wiki/Billionaire,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Billionaire.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Billionaire.md,2026-06-15T07:17:10Z,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,success,True,True,False
The World's Billionaires,The World's Billionaires,33331732,1359309633,https://en.wikipedia.org/wiki/The_World%27s_Billionaires,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/The_World%27s_Billionaires.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/The_World%27s_Billionaires.md,2026-06-15T07:17:11Z,267faab0cfbd28b8b54e8d393ceecbd6b19e495909d968490c3965d0ac8e8412,success,True,True,False
Fortune 500,Fortune 500,276447,1354236432,https://en.wikipedia.org/wiki/Fortune_500,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Fortune_500.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Fortune_500.md,2026-06-15T07:17:12Z,d8d043df209690435eaa0bb081e7d8a150a8f4461738ad8d57949121bf3dec5f,success,True,True,False
U.S. Securities and Exchange Commission,United States Securities and Exchange Commission,55097,1356307263,https://en.wikipedia.org/wiki/United_States_Securities_and_Exchange_Commission,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/United_States_Securities_and_Exchange_Commission.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/United_States_Securities_and_Exchange_Commission.md,2026-06-15T07:17:13Z,4aca4303513dac9d2845c1a9cf2f94885e1209df5bf6c60b94ef210d3233d4e7,success,True,True,False
Public company,Public company,262293,1359047683,https://en.wikipedia.org/wiki/Public_company,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Public_company.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Public_company.md,2026-06-15T07:17:14Z,1ff941ccfcd65d49bb0788302d9b6924d855418b5acdd3c4a69cfca021a024e7,success,True,True,False
Privately held company,Privately held company,1499655,1356840178,https://en.wikipedia.org/wiki/Privately_held_company,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Privately_held_company.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Privately_held_company.md,2026-06-15T07:17:15Z,7d5256be38b6fff02cd4a85146b33bb5cdd635ecc19be11882f012c6f53a4b47,success,True,True,False
Initial public offering,Initial public offering,63879,1359048305,https://en.wikipedia.org/wiki/Initial_public_offering,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Initial_public_offering.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Initial_public_offering.md,2026-06-15T07:17:16Z,e376f5460fc2b20ab5bb5d3a6394228e300cdd99a4f8e4c7989856ba78ba594f,success,True,True,False
Stock exchange,Stock exchange,28168,1356870792,https://en.wikipedia.org/wiki/Stock_exchange,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Stock_exchange.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Stock_exchange.md,2026-06-15T07:17:17Z,105798135ce661675324df020afe18eca358f8d44b77aef15983fe349a20222f,success,True,True,False
Nasdaq,Nasdaq,21559,1359043362,https://en.wikipedia.org/wiki/Nasdaq,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Nasdaq.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Nasdaq.md,2026-06-15T07:17:18Z,2e5976c120dce7af8a2e6c5e7c2793345a0e0e7773ff4b0e3c5fe0403a288e29,success,True,True,False
New York Stock Exchange,New York Stock Exchange,21560,1359317364,https://en.wikipedia.org/wiki/New_York_Stock_Exchange,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/New_York_Stock_Exchange.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/New_York_Stock_Exchange.md,2026-06-15T07:17:19Z,a058737616744cb4e5d66613b398920471fd28206fd0cf3e69ad8419cc3eba02,success,True,True,False
Economy of the United States,Economy of the United States,32022,1359403394,https://en.wikipedia.org/wiki/Economy_of_the_United_States,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Economy_of_the_United_States.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Economy_of_the_United_States.md,2026-06-15T07:17:21Z,9afcd0d8cde687772ce5cfe1c6aa38fb6b822ad5d1bf6d68a42c071b3610de44,success,True,True,False
Technology company,Technology company,44211754,1355177981,https://en.wikipedia.org/wiki/Technology_company,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/raw_snapshots/Technology_company.json,/Users/arseniyabramidze/mini-worldgrad/worldpgt/experiments/wiki_snapshots_v1/normalized_docs/Technology_company.md,2026-06-15T07:17:22Z,86140499ec861d6e6fcd9fef5b7f7e058b8284075344474394e991c19d621078,success,True,True,False
