id,total_latency_ms
obqa-8dae81fc7e54ae4e-multi_evidence_explicit-a4720ed9,22.537792
obqa-7dddb940e7b9a987-multi_evidence_explicit-e7c0db07,28.054000
obqa-77eb6b531d908c62-multi_evidence_explicit-578fbdb2,23.302750
obqa-3d40b5ceac20d96d-multi_evidence_implicit-817bcb76,78.085000
obqa-e5fd6dfaeb760550-multi_evidence_explicit-b674ac9a,27.680333
obqa-04e6dfd92e2deaa5-multi_evidence_implicit-f3cae848,88.727500
obqa-e9acabb5f70a5a5f-multi_evidence_explicit-81a699cf,35.180292
obqa-fd797fe9fd237fe1-multi_evidence_implicit-c8060b30,60.644750
obqa-983efea304561391-multi_evidence_implicit-8ac0d1d1,95.017917
obqa-3a8a99f59a8d49ad-multi_evidence_implicit-c0cf9587,111.935041
obqa-1379b44687993f15-multi_evidence_implicit-7b81908c,105.629209
obqa-c6db4273b94b234a-multi_evidence_implicit-7f6dec5b,101.447875
obqa-78597db5bd6a5844-multi_evidence_explicit-bf0d6c8d,43.254417
obqa-3d40b5ceac20d96d-multi_evidence_implicit-817bcb76,99.435583
obqa-ecf77f9a821ac798-multi_evidence_implicit-65add22f,110.441458
obqa-7dddb940e7b9a987-multi_evidence_explicit-e7c0db07,57.264917
obqa-359d74997346bde4-multi_evidence_implicit-da17da5e,116.749792
obqa-2c2e3390c83095e7-multi_evidence_explicit-524c76df,38.295000
obqa-36d9dcdd716f544c-multi_evidence_implicit-bbf43119,76.141750
obqa-af6097da6e3be157-multi_evidence_explicit-d12f02d3,33.935584
obqa-99a6b65a7f7df93a-multi_evidence_implicit-66d5ae8c,122.578000
obqa-860cdd675ab8236f-multi_evidence_implicit-dfc60156,115.530584
obqa-9e315c7d22fce23e-multi_evidence_explicit-1451adbd,54.411792
obqa-d8e01a7584efc949-multi_evidence_implicit-cea800f2,113.308334
obqa-2bd8887b0965e9d3-multi_evidence_implicit-9273341b,121.336834
obqa-47663a97be330e08-multi_evidence_explicit-c3d199c1,47.686500
obqa-ff258763ac1d36e1-multi_evidence_explicit-0e273a77,27.299500
obqa-8f7973536ff6d87c-multi_evidence_explicit-23fc030b,37.698542
obqa-f41589c6cbed4e5f-multi_evidence_explicit-e76069b7,35.195625
obqa-b50fe35552c1e23d-multi_evidence_explicit-56f37520,32.492333
obqa-d01ee84ded8e3c5e-multi_evidence_implicit-1a5b4e8b,77.227334
obqa-4ca75a72387edf19-multi_evidence_explicit-53fd24a4,30.332333
obqa-cc15f352425e8786-multi_evidence_explicit-40ceecb6,30.159500
obqa-8f7973536ff6d87c-multi_evidence_explicit-23fc030b,44.602375
obqa-10af9ad488ba7fb7-multi_evidence_explicit-a4db7ba5,38.486542
obqa-e3d052137565ce9e-multi_evidence_implicit-0ac3885b,83.641375
obqa-22784e0a0f74850d-multi_evidence_explicit-6aa47e41,41.504833
obqa-55104060a53c16e7-multi_evidence_explicit-a8d2e6d0,37.609292
obqa-47663a97be330e08-multi_evidence_explicit-c3d199c1,55.722375
obqa-ecf77f9a821ac798-multi_evidence_implicit-65add22f,94.493291
obqa-e209115007127d0e-multi_evidence_explicit-aa20952c,54.753750
obqa-359d74997346bde4-multi_evidence_implicit-da17da5e,93.453417
obqa-77eb6b531d908c62-multi_evidence_explicit-578fbdb2,30.864875
obqa-0afa36190735610c-multi_evidence_implicit-e35f1288,109.623000
obqa-ecf77f9a821ac798-multi_evidence_implicit-65add22f,96.445500
obqa-78597db5bd6a5844-multi_evidence_explicit-bf0d6c8d,38.008125
obqa-193a396fb7717412-multi_evidence_explicit-d485f9eb,60.027416
obqa-51b06975f9902d73-multi_evidence_implicit-1f369c09,93.236042
obqa-f41589c6cbed4e5f-multi_evidence_explicit-e76069b7,31.933416
obqa-9c58cd6553889b22-multi_evidence_explicit-d5bd614c,29.316875
obqa-ecf0e0dacb2c306d-multi_evidence_explicit-175dfd1b,34.606750
obqa-760bd020d4f8205d-multi_evidence_explicit-fff71147,31.901167
obqa-f2874792756a5a8f-multi_evidence_implicit-71a14104,74.965334
obqa-f41589c6cbed4e5f-multi_evidence_explicit-e76069b7,27.647333
obqa-36d9dcdd716f544c-multi_evidence_implicit-bbf43119,62.332834
obqa-a51e814b96b022e7-multi_evidence_explicit-abae5038,23.349208
obqa-a51e814b96b022e7-multi_evidence_explicit-abae5038,23.954958
obqa-99a6b65a7f7df93a-multi_evidence_implicit-66d5ae8c,79.332042
obqa-1aea58fdf83fff43-multi_evidence_explicit-2834d1e9,27.275916
obqa-983efea304561391-multi_evidence_implicit-8ac0d1d1,86.902083
obqa-f2874792756a5a8f-multi_evidence_implicit-71a14104,87.615333
obqa-7e121577e21030c0-multi_evidence_implicit-07d2b75c,81.501208
obqa-a3d31d8dbc5a80c9-multi_evidence_explicit-c08a23a3,38.714167
obqa-0afa36190735610c-multi_evidence_implicit-e35f1288,104.258875
obqa-ff258763ac1d36e1-multi_evidence_explicit-0e273a77,25.952417
obqa-193a396fb7717412-multi_evidence_explicit-d485f9eb,54.612541
obqa-e5fd6dfaeb760550-multi_evidence_explicit-b674ac9a,31.117583
obqa-b50fe35552c1e23d-multi_evidence_explicit-56f37520,27.700542
obqa-99a6b65a7f7df93a-multi_evidence_implicit-66d5ae8c,93.547291
