id,total_latency_ms
obqa-1a3e9677863eeef8-direct-2850354f,11.494792
obqa-133d26d65632146b-negative-ab357b1d,11.864041
obqa-f0d3e2aa312e92d4-direct-e2d18909,11.761250
obqa-9d2f65a0b1ff6c76-direct-7bb58d43,15.327125
obqa-428056d2b94da395-direct-c5b4f253,14.653209
obqa-70989ade192685cd-negative-02ffe4cd,11.461875
obqa-6eeb25f481f01ad1-direct-fa60a7a8,12.473459
obqa-04d990bf1581afcd-direct-cfec79cb,12.405042
obqa-9d2f65a0b1ff6c76-direct-7bb58d43,15.074375
obqa-4f2b09bd534f13b8-negative-a36ee45b,11.929959
obqa-510a808edae62638-direct-1ebf3a16,14.894042
obqa-9e05a644d363ea3f-direct-7ca323a7,12.521458
obqa-233c69d0198ba7a2-negative-57895404,12.350083
obqa-7ad719048406ec0c-direct-8d67aa17,11.833667
obqa-c038b5565a0a99a5-negative-f7803f6a,12.539542
obqa-04d990bf1581afcd-direct-cfec79cb,12.105625
obqa-994f2a3015ba4264-direct-5a885365,12.907583
obqa-1a3e9677863eeef8-direct-2850354f,12.174167
obqa-e3b2fb21eca812e1-negative-0837657e,12.633625
obqa-04d990bf1581afcd-direct-cfec79cb,12.647917
obqa-fd372f05d74add45-negative-f641e1ec,12.240458
obqa-0e842d1357d6c519-direct-de23e366,16.722250
obqa-f17471c90c83bb10-direct-c1f21ad1,16.557708
obqa-f0d3e2aa312e92d4-direct-e2d18909,10.835250
obqa-7ad719048406ec0c-direct-8d67aa17,12.007875
obqa-0e842d1357d6c519-direct-de23e366,15.721167
obqa-5add559bcfe67a39-negative-18df6c93,11.485584
obqa-e3b2fb21eca812e1-negative-0837657e,11.846084
obqa-c038b5565a0a99a5-negative-f7803f6a,12.044041
obqa-3d93af2f211075a2-negative-6b213ac6,11.649375
obqa-8070bd398e0dcbc8-negative-5afdfe28,12.362916
obqa-6d6c872ba7db12cb-negative-db00ae66,11.947125
obqa-70989ade192685cd-negative-02ffe4cd,11.790333
obqa-9d2f65a0b1ff6c76-direct-7bb58d43,14.833542
obqa-d92e52c69963be4e-negative-d7dacf89,12.396834
obqa-8cca97131c73543c-direct-d6427748,16.771958
obqa-04d990bf1581afcd-direct-cfec79cb,11.606959
obqa-510a808edae62638-direct-1ebf3a16,13.913750
obqa-518b79ee50a35fe8-negative-4b109aec,12.089792
obqa-233c69d0198ba7a2-negative-57895404,12.655834
obqa-8070bd398e0dcbc8-negative-5afdfe28,11.491042
obqa-1686b8478e669259-direct-3cbf231b,14.312291
obqa-f8a232ccc077449b-negative-d20ac167,11.912541
obqa-8cca97131c73543c-direct-d6427748,15.874375
obqa-c038b5565a0a99a5-negative-f7803f6a,12.309291
obqa-47110169245e6446-direct-528dc6c8,8.030084
obqa-6d6c872ba7db12cb-negative-db00ae66,11.494416
obqa-6eeb25f481f01ad1-direct-fa60a7a8,12.426250
obqa-47110169245e6446-direct-528dc6c8,8.631667
obqa-6d965e9fc0402c83-negative-5ce5a13e,11.667250
obqa-8cca97131c73543c-direct-d6427748,17.413334
obqa-1d456092f2340953-negative-d8cd75b7,12.462500
obqa-3270cf9a2a7189cf-negative-ea80ce16,11.842625
obqa-a4e35ed043c863f7-direct-9f068a17,11.829792
obqa-233c69d0198ba7a2-negative-57895404,12.171625
obqa-e3b2fb21eca812e1-negative-0837657e,11.723375
obqa-6eeb25f481f01ad1-direct-fa60a7a8,11.794792
obqa-9e05a644d363ea3f-direct-7ca323a7,12.221917
obqa-3d93af2f211075a2-negative-6b213ac6,12.310708
obqa-428056d2b94da395-direct-c5b4f253,14.230375
obqa-7ad719048406ec0c-direct-8d67aa17,12.579208
obqa-f8a232ccc077449b-negative-d20ac167,12.623333
obqa-3270cf9a2a7189cf-negative-ea80ce16,12.715791
obqa-70989ade192685cd-negative-02ffe4cd,12.195416
obqa-1686b8478e669259-direct-3cbf231b,14.924291
obqa-6d6c872ba7db12cb-negative-db00ae66,12.254500
obqa-f8a232ccc077449b-negative-d20ac167,12.069459
obqa-a4e35ed043c863f7-direct-9f068a17,12.509292
obqa-f17471c90c83bb10-direct-c1f21ad1,15.805541
obqa-fa9baa11e67c7cff-negative-cf9a5302,12.426666
obqa-c038b5565a0a99a5-negative-f7803f6a,12.302584
obqa-70989ade192685cd-negative-02ffe4cd,11.689541
obqa-04d990bf1581afcd-direct-cfec79cb,11.306292
obqa-b85095e08655def8-direct-8e76a528,17.825834
obqa-819426a495d4e7de-direct-8c8e7b82,14.712167
obqa-fa9baa11e67c7cff-negative-cf9a5302,12.141375
obqa-9e05a644d363ea3f-direct-7ca323a7,11.903042
obqa-6eeb25f481f01ad1-direct-fa60a7a8,12.761000
obqa-fd372f05d74add45-negative-f641e1ec,11.480083
obqa-f8a232ccc077449b-negative-d20ac167,11.672750
obqa-1d456092f2340953-negative-d8cd75b7,12.925167
obqa-b85095e08655def8-direct-8e76a528,17.880917
obqa-0e842d1357d6c519-direct-de23e366,17.080000
obqa-b741edaee1f5829e-negative-510da067,12.054208
obqa-fd372f05d74add45-negative-f641e1ec,11.764250
obqa-518b79ee50a35fe8-negative-4b109aec,12.292708
obqa-8cca97131c73543c-direct-d6427748,15.431708
obqa-1d456092f2340953-negative-d8cd75b7,12.381625
obqa-3270cf9a2a7189cf-negative-ea80ce16,10.982042
obqa-4f2b09bd534f13b8-negative-a36ee45b,11.734500
obqa-a4e35ed043c863f7-direct-9f068a17,12.408542
obqa-fd372f05d74add45-negative-f641e1ec,11.553208
obqa-3faa371cb26a6d75-direct-fd558438,12.219417
